company_name,productivity_change_pct,employees_impacted
"Reyes, Anderson and Campbell Pvt. Ltd.",15.034442496454504,988
"Valencia, English and Hawkins Pvt. Ltd.",53.16010268416724,768
Phillips-Tucker Pvt. Ltd.,3.262718417501176,215
Hart-Ayers Pvt. Ltd.,87.26667029301377,987
Rogers-Russell Pvt. Ltd.,5.112277939702093,873
"Graham, Sherman and Moon Pvt. Ltd.",56.83344103382248,877
"Tran, Smith and Gonzalez Pvt. Ltd.",17.80157878741021,615
Alvarez-Jensen Pvt. Ltd.,74.87132419644551,708
"Calderon, Sullivan and King Pvt. Ltd.",64.7998959053473,775
Moore-Levy Pvt. Ltd.,28.713446483689285,923
Powell-Jackson Pvt. Ltd.,86.57918164571268,394
"Price, Ramirez and Mcclain Pvt. Ltd.",21.449738275910303,642
"Acevedo, Johnson and Reese Pvt. Ltd.",45.54190111278121,694
Wiggins-Thomas Pvt. Ltd.,18.039843202066763,828
Brown-Berger Pvt. Ltd.,75.30561506958323,982
Joseph-Bean Pvt. Ltd.,97.9908435789143,287
Lee-Cunningham Pvt. Ltd.,86.65098065123112,298
"Marshall, Robinson and Miller Pvt. Ltd.",5.824579151583176,178
Shields-Barnes Pvt. Ltd.,32.51304544654187,905
"Frank, Bryant and Black Pvt. Ltd.",37.406153390921446,281
"Ryan, Rogers and Shaw Pvt. Ltd.",80.58395188072349,829
"Crosby, Bell and Gardner Pvt. Ltd.",58.686296126677085,663
"May, Bailey and Gonzalez Pvt. Ltd.",40.677757139424656,849
"Williams, Sawyer and Richards Pvt. Ltd.",17.89038675876762,825
"Grant, Cuevas and Vance Pvt. Ltd.",48.13289486100406,624
Steele-Becker Pvt. Ltd.,39.08615223781546,668
"Peterson, Patterson and Powell Pvt. Ltd.",84.8095710790539,668
Robbins-Johnson Pvt. Ltd.,80.09376500302804,396
Woods-Buckley Pvt. Ltd.,31.51074167278741,804
Key-Collier Pvt. Ltd.,67.85069846851613,889
"Elliott, Coleman and Young Pvt. Ltd.",74.63078086978648,486
Johnston-Byrd Pvt. Ltd.,62.65077480991161,707
Mcintosh-Ponce Pvt. Ltd.,16.363180580046055,705
"Jones, Jones and Norman Pvt. Ltd.",92.29716174228088,711
"White, Simon and Reed Pvt. Ltd.",60.69600786514805,233
Sanchez-Hopkins Pvt. Ltd.,19.505487728149586,337
Good LLC Pvt. Ltd.,11.092520362231618,697
Lopez-Miles Pvt. Ltd.,84.05684773401948,933
"Miller, Hayes and Phillips Pvt. Ltd.",0.5478793379663616,304
"Sullivan, Sanders and Vargas Pvt. Ltd.",19.800867398850176,707
"Schroeder, Leonard and Bennett Pvt. Ltd.",70.2431980221174,337
Garrett-Pacheco Pvt. Ltd.,88.86008649548617,448
"Johnson, Cook and Johnson Pvt. Ltd.",14.01860708801711,563
"Coleman, Parker and Nash Pvt. Ltd.",19.547701457076304,959
Jones-Coleman Pvt. Ltd.,39.03385122949706,803
Dunn-Vega Pvt. Ltd.,15.628102214685946,464
"Sandoval, Johnson and Ewing Pvt. Ltd.",28.41544439085063,483
Oconnell-Knight Pvt. Ltd.,51.61634484306424,286
Montoya-Wall Pvt. Ltd.,47.24427880713241,501
Norris-Valentine Pvt. Ltd.,41.37806965927939,664
West-Baxter Pvt. Ltd.,57.38611101562334,654
Shaw and Sons Pvt. Ltd.,52.6008090422628,864
"Nelson, White and Howard Pvt. Ltd.",82.10713896089575,432
Kelly-Rios Pvt. Ltd.,5.880798768529971,981
"Kerr, Sullivan and Long Pvt. Ltd.",75.83375367686907,532
Mercer-Blevins Pvt. Ltd.,1.3771488059692305,507
"Burnett, Walsh and Graham Pvt. Ltd.",0.6944841301267934,432
Barnes-Garrett Pvt. Ltd.,84.30273376376098,556
Price-Parks Pvt. Ltd.,30.43646196353344,275
"Brady, Williams and Bailey Pvt. Ltd.",24.89306849688212,620
Pittman-Sanchez Pvt. Ltd.,25.635293945205472,359
"Newman, Wright and Guerrero Pvt. Ltd.",7.706101820126932,853
"Jones, Cowan and Jackson Pvt. Ltd.",74.6698759616089,783
Stark-Patterson Pvt. Ltd.,66.86349913527334,512
"Taylor, Diaz and Mills Pvt. Ltd.",88.41625387119929,824
"Lambert, Velasquez and Snyder Pvt. Ltd.",98.9055024709212,505
"Wells, Webb and Walters Pvt. Ltd.",52.47364224049491,585
"Johnson, Hernandez and Berry Pvt. Ltd.",22.292928733737472,660
Bradley-Ramirez Pvt. Ltd.,97.74923261916044,511
Solis-Brown Pvt. Ltd.,22.61803648634464,376
Elliott-Moyer Pvt. Ltd.,78.21467970087217,715
Collins-Walton Pvt. Ltd.,70.83166284816994,804
Brandt-Richardson Pvt. Ltd.,5.405559429791252,387
"Morrison, Everett and Zimmerman Pvt. Ltd.",7.9505592369069955,780
Le-Owens Pvt. Ltd.,22.9897251048288,849
Fischer-Johnson Pvt. Ltd.,39.71440828165373,559
"Davis, Moreno and Rios Pvt. Ltd.",24.4215398235214,964
Cochran-Lawrence Pvt. Ltd.,72.28313323669376,819
"Miller, Joseph and Li Pvt. Ltd.",14.620515757774012,671
"Cooper, Rice and Brown Pvt. Ltd.",78.1603896345892,909
Valdez-Galvan Pvt. Ltd.,0.3413328019392869,784
Fowler-Mathis Pvt. Ltd.,82.86949252593598,522
Holland-Santiago Pvt. Ltd.,67.06114304509723,872
"Harris, Luna and Turner Pvt. Ltd.",68.46640550191172,682
Aguilar LLC Pvt. Ltd.,4.857788439432531,964
Herrera-Freeman Pvt. Ltd.,84.20021772240266,860
Novak-Torres Pvt. Ltd.,44.57410974703602,961
"Castillo, Brown and Mckenzie Pvt. Ltd.",95.34581283050971,959
"Duncan, Kelly and Martinez Pvt. Ltd.",77.83793272559907,290
Pacheco-Allison Pvt. Ltd.,22.122124236340245,947
Guerra-Stein Pvt. Ltd.,10.10705838849849,178
"Thompson, Bass and Strong Pvt. Ltd.",71.37119380435972,426
Sims-Morse Pvt. Ltd.,9.75539148190444,313
"Herrera, Hammond and Estrada Pvt. Ltd.",19.60400187315932,304
"Huffman, Ramirez and Little Pvt. Ltd.",70.49071180788957,893
Mcdaniel-Gomez Pvt. Ltd.,72.63334793401262,963
Rodriguez-Carroll Pvt. Ltd.,86.84476793521956,245
Taylor-Rodriguez Pvt. Ltd.,89.208372582604,900
"Hurst, Jackson and Ray Pvt. Ltd.",48.12724888557267,611
"Wilkinson, Clark and Best Pvt. Ltd.",84.18996801678807,631
Ramos-Diaz Pvt. Ltd.,2.877023618020358,225
Newton-Chavez Pvt. Ltd.,48.63415832967498,828
"Johnson, Hernandez and Myers Pvt. Ltd.",10.14926140506569,750
Cohen-Gregory Pvt. Ltd.,33.6522995483254,700
"Smith, Hill and Smith Pvt. Ltd.",56.74712481061035,702
Porter-Robinson Pvt. Ltd.,95.92948920829303,962
"Day, Simmons and Shaffer Pvt. Ltd.",32.54428671339353,439
Gonzalez-Erickson Pvt. Ltd.,9.240712711610255,730
"Williams, Young and Taylor Pvt. Ltd.",13.78976045433461,441
Garza-Gonzales Pvt. Ltd.,16.53192068795557,252
Simpson-Vaughn Pvt. Ltd.,37.32998297768465,640
"Jones, Sandoval and Park Pvt. Ltd.",29.437616619823338,733
"Morales, Martin and Stephenson Pvt. Ltd.",62.186152284887456,992
"Wilson, Rivas and Brown Pvt. Ltd.",41.93955180939738,801
"Smith, Arnold and Allen Pvt. Ltd.",36.1588897776485,679
Martinez-Gomez Pvt. Ltd.,85.2761369495984,597
Watson-Richardson Pvt. Ltd.,10.162564533736507,512
"Smith, Galvan and West Pvt. Ltd.",61.25973434408154,274
Pierce-Chapman Pvt. Ltd.,94.83714001918683,361
"Rosario, Garrison and Wood Pvt. Ltd.",33.531944554579674,674
"Chavez, Davis and Harris Pvt. Ltd.",85.07620438823321,251
Vincent-Gonzalez Pvt. Ltd.,75.66605716187159,222
"Warner, Mueller and Crawford Pvt. Ltd.",59.33779191257095,725
Boyd-Roberts Pvt. Ltd.,11.282145482305229,693
"Mosley, Choi and Bird Pvt. Ltd.",0.0720803662491387,326
"Henry, Rivera and Bennett Pvt. Ltd.",94.93148190834096,471
"Mccoy, Morales and Wallace Pvt. Ltd.",32.526050094702086,543
"Fleming, Price and Vasquez Pvt. Ltd.",42.47196635357788,910
Wallace-Daniel Pvt. Ltd.,65.51325764811293,502
"King, Miller and Ramirez Pvt. Ltd.",40.811144424346615,694
"West, Burns and Smith Pvt. Ltd.",39.52734597861465,521
"Collins, Johnson and Mann Pvt. Ltd.",51.57024136372973,585
Rodriguez-Mclaughlin Pvt. Ltd.,95.44096868652316,959
"Hart, Phillips and Moore Pvt. Ltd.",11.747063447608053,310
"Harris, Higgins and Wallace Pvt. Ltd.",15.80236731454705,228
Palmer-Herrera Pvt. Ltd.,1.0218953391724628,435
Foley-Huang Pvt. Ltd.,59.80623473672628,468
Hendricks and Sons Pvt. Ltd.,40.521042682131295,548
Hooper-Robinson Pvt. Ltd.,24.842098967530237,153
"Rocha, Cohen and Freeman Pvt. Ltd.",36.01722731243592,500
"Cantu, George and Perry Pvt. Ltd.",97.12109633241624,945
Romero-Newman Pvt. Ltd.,15.229728025667766,519
"Phillips, Davis and Higgins Pvt. Ltd.",79.19262113806754,788
"Henderson, Young and Underwood Pvt. Ltd.",53.91640685366799,823
Leonard-Lopez Pvt. Ltd.,16.923892591069624,972
Hunter-Cole Pvt. Ltd.,74.42891622028634,480
Ferguson-Lee Pvt. Ltd.,13.432119168487644,463
Wilcox-Joyce Pvt. Ltd.,79.95300643709975,150
Bell-Hall Pvt. Ltd.,5.895262807738733,863
Howard-Byrd Pvt. Ltd.,42.66007311293223,210
Rice-Gray Pvt. Ltd.,31.42157302404293,373
Reeves Group Pvt. Ltd.,65.91353029292802,912
Hess-Soto Pvt. Ltd.,2.2596443439610647,416
"Jimenez, Hill and Hernandez Pvt. Ltd.",44.61353061532124,697
"Prince, Thomas and Wood Pvt. Ltd.",58.64772711606169,436
Peters-Erickson Pvt. Ltd.,35.46937520013876,967
"Rodriguez, Freeman and Hunter Pvt. Ltd.",11.448590927020174,196
Shea-Green Pvt. Ltd.,76.27229798239033,527
"Brown, Guzman and Lopez Pvt. Ltd.",50.4133482538604,647
Schneider Ltd Pvt. Ltd.,69.8158089892088,269
"Smith, Evans and Jones Pvt. Ltd.",60.284223080206665,500
"Camacho, Cole and Mccoy Pvt. Ltd.",95.5215504619416,692
Frank-Massey Pvt. Ltd.,94.2633675408733,314
"Decker, Graves and Peterson Pvt. Ltd.",91.7768468072654,422
Bullock-Jenkins Pvt. Ltd.,37.1194340021464,653
Ochoa-Weber Pvt. Ltd.,90.58210228854952,571
"Mason, Arroyo and Brooks Pvt. Ltd.",43.35005532535593,360
"Martin, Pearson and Payne Pvt. Ltd.",72.0817213876954,636
Fowler-Anderson Pvt. Ltd.,24.21481892603133,841
Lewis-Fox Pvt. Ltd.,61.12161638400162,675
"Hawkins, Robbins and Wright Pvt. Ltd.",76.06375266500177,339
Pennington-Moore Pvt. Ltd.,2.001472508239399,496
"Mendoza, Williams and Coleman Pvt. Ltd.",21.43579782321917,372
Clay-Wiggins Pvt. Ltd.,13.853039002092892,395
"Gomez, Moreno and Reilly Pvt. Ltd.",11.44284631536875,826
"Padilla, Cook and Parker Pvt. Ltd.",31.31736869869596,600
"Rocha, Doyle and Underwood Pvt. Ltd.",66.69948033311422,563
"Ford, Becker and Bailey Pvt. Ltd.",55.611139351835945,174
"Martin, Fields and Hughes Pvt. Ltd.",12.11248731393094,432
Gonzalez PLC Pvt. Ltd.,85.00850464572719,349
Chan-Sanders Pvt. Ltd.,7.530220622607009,175
"Jones, Johnson and Hernandez Pvt. Ltd.",21.34106782873404,446
Salazar-Tanner Pvt. Ltd.,61.48154607233731,918
"Hurley, Riley and Turner Pvt. Ltd.",69.08709904462906,182
"Larson, Butler and Keller Pvt. Ltd.",8.605210234536242,206
Carter-Hernandez Pvt. Ltd.,47.79819823208364,882
"Carroll, Brady and Robinson Pvt. Ltd.",47.30991888454017,535
"Smith, Morris and Williams Pvt. Ltd.",36.8354833659143,373
Cook-Taylor Pvt. Ltd.,35.2069874242262,569
Sanders-Simmons Pvt. Ltd.,36.77116182713149,241
Ibarra-Walker Pvt. Ltd.,18.048263259150698,210
"Silva, Brewer and Griffin Pvt. Ltd.",53.98448041357559,532
"Camacho, Warner and Wang Pvt. Ltd.",18.793926927591777,852
"Morales, Riddle and Morales Pvt. Ltd.",12.422782856839786,548
"Johnson, Williamson and King Pvt. Ltd.",62.77468445826967,750
"Turner, Molina and Bryant Pvt. Ltd.",29.57760324610119,580
"Schneider, Suarez and Ingram Pvt. Ltd.",4.362739301006025,407
Ruiz-Hawkins Pvt. Ltd.,52.57289080461535,379
Doyle-Murray Pvt. Ltd.,95.27832298449256,585
Middleton-Bradshaw Pvt. Ltd.,17.08439300395502,603
"White, Snyder and Flores Pvt. Ltd.",21.141807061837405,273
"Black, Bradley and Rivera Pvt. Ltd.",28.606415916870287,839
Nelson-Hayes Pvt. Ltd.,32.876726977248374,488
"Mckinney, Jones and Lopez Pvt. Ltd.",30.46784847241136,977
Riley-Hunter Pvt. Ltd.,13.134095057248263,311
Ward-Johnson Pvt. Ltd.,32.79731401574837,814
Brown-Frazier Pvt. Ltd.,25.926374358706063,537
Leon-Evans Pvt. Ltd.,67.3064102836412,455
Downs-Fields Pvt. Ltd.,16.205747172144946,552
"Case, Rodriguez and Butler Pvt. Ltd.",80.07243955145532,197
Krause-Norman Pvt. Ltd.,65.37347116144618,824
Harris-Ellis Pvt. Ltd.,77.91382962399146,810
"Robinson, Miller and Figueroa Pvt. Ltd.",20.25966456865425,503
"Avery, Grant and Glass Pvt. Ltd.",91.30235700290828,304
Maldonado-Ruiz Pvt. Ltd.,54.9956516857655,974
Price-White Pvt. Ltd.,39.29968873018513,328
Holt-Lewis Pvt. Ltd.,75.27569697554217,740
Thomas-Lawrence Pvt. Ltd.,45.91008182686386,708
"Edwards, Moran and Willis Pvt. Ltd.",44.38101784388003,392
Wong-Powell Pvt. Ltd.,75.43298346693238,341
Bauer LLC Pvt. Ltd.,2.0130036462124523,458
Schneider-Frye Pvt. Ltd.,81.75836305196748,367
Taylor-Lutz Pvt. Ltd.,53.65508423029317,652
Brooks-Carroll Pvt. Ltd.,2.10368468221801,182
Ramirez-Knight Pvt. Ltd.,77.2377074963925,872
Moore-Brown Pvt. Ltd.,7.07125627401174,685
"Sparks, Dean and Curry Pvt. Ltd.",96.83115169272664,559
Aguilar-Williams Pvt. Ltd.,38.10636194343855,225
"Vega, Kaiser and Newman Pvt. Ltd.",81.41936583334261,519
Schneider-Sanchez Pvt. Ltd.,54.42425142775507,445
"Hernandez, Ross and Thompson Pvt. Ltd.",68.00812320966578,467
"Mason, Stewart and Jones Pvt. Ltd.",16.496309384589637,200
Thompson-Gregory Pvt. Ltd.,2.0125001738580006,373
Robinson-Valentine Pvt. Ltd.,79.72124867215827,894
"Frye, Contreras and Paul Pvt. Ltd.",65.16351373031715,331
Chung-Woodward Pvt. Ltd.,80.07671909522905,703
Hill-Wheeler Pvt. Ltd.,16.568752215703586,966
Martinez-Gutierrez Pvt. Ltd.,65.28888518669798,824
"Castillo, Sutton and Salazar Pvt. Ltd.",14.244799086758174,472
"Ruiz, Smith and Irwin Pvt. Ltd.",64.01177739554097,717
"Taylor, Coleman and Brown Pvt. Ltd.",19.19640782968989,437
Williamson-Phillips Pvt. Ltd.,58.49811897391054,973
"Pitts, Garcia and Gibson Pvt. Ltd.",40.57957521042825,217
"Lara, Sanchez and Krause Pvt. Ltd.",55.92811684965861,337
Giles-Grant Pvt. Ltd.,30.013035438413905,853
Bishop-Carter Pvt. Ltd.,92.74276328356748,246
Cooke-Page Pvt. Ltd.,59.38150989960139,809
"Rose, Medina and Greer Pvt. Ltd.",9.950734842186304,744
"West, Mueller and Graves Pvt. Ltd.",20.82226841017102,689
Jimenez-Willis Pvt. Ltd.,58.50631983104618,511
Walker-May Pvt. Ltd.,69.21529879021762,386
"Fox, Carey and Mcclure Pvt. Ltd.",12.968285834085226,341
"Meyer, Chambers and Cooley Pvt. Ltd.",74.90918243564283,163
"Roach, Cook and Moore Pvt. Ltd.",30.821539182504253,985
Newton-Wright Pvt. Ltd.,72.99755602715547,362
"Anderson, Williams and Blake Pvt. Ltd.",79.20785000273547,324
Stafford-Mcgee Pvt. Ltd.,60.07709841275819,961
"Davila, Andersen and Jackson Pvt. Ltd.",54.353840262531925,910
Gray-Winters Pvt. Ltd.,15.930576922452966,440
"Alexander, Pearson and Thompson Pvt. Ltd.",15.204280500811862,333
"Harper, Johnson and West Pvt. Ltd.",67.7899911533179,729
"Barker, Navarro and Hall Pvt. Ltd.",45.70602145990761,410
"Oliver, Edwards and Stewart Pvt. Ltd.",16.879696517052068,549
Phillips-Miller Pvt. Ltd.,75.53027208816107,548
Ortega-Middleton Pvt. Ltd.,48.41028083303562,877
Hubbard LLC Pvt. Ltd.,64.20200149479362,874
Ellison-Hoover Pvt. Ltd.,79.36962082725266,462
Vasquez-Summers Pvt. Ltd.,38.74518995964035,229
"Simon, Cabrera and Howard Pvt. Ltd.",5.1755739527840845,542
"Burgess, Fitzpatrick and Simmons Pvt. Ltd.",2.5999074837072644,941
"Jenkins, Phillips and Bailey Pvt. Ltd.",3.904212512985461,797
Holden-French Pvt. Ltd.,52.056040596298125,466
"Harris, Knight and Sherman Pvt. Ltd.",73.714198417459,371
"Peterson, Clayton and Armstrong Pvt. Ltd.",79.85210333129157,405
"Marshall, Williams and Logan Pvt. Ltd.",8.803245802815985,511
Moran Ltd Pvt. Ltd.,86.74815057612267,968
"Goodman, Jones and Thompson Pvt. Ltd.",17.658669841538853,780
"Williams, Williamson and Torres Pvt. Ltd.",59.277653087458106,168
Rowe-Robbins Pvt. Ltd.,31.977673867470347,888
"Rivera, Beltran and White Pvt. Ltd.",90.7060042126749,398
Villarreal-Patton Pvt. Ltd.,2.1251449073572126,580
"Barton, Martin and Mcgee Pvt. Ltd.",53.76973066853756,847
"Douglas, Jackson and Graves Pvt. Ltd.",60.19402504539034,158
"Terrell, Liu and Kennedy Pvt. Ltd.",6.832441477932639,441
Ramos Ltd Pvt. Ltd.,11.311069616030556,454
King-Perkins Pvt. Ltd.,47.3513801840909,495
"Harris, Perez and Kelly Pvt. Ltd.",22.83306691891519,189
"Jones, Campbell and Kidd Pvt. Ltd.",27.870830642939048,560
"Hughes, Harris and Martin Pvt. Ltd.",51.06877701397837,613
Riggs PLC Pvt. Ltd.,75.66564978026652,963
Moran-Swanson Pvt. Ltd.,48.80421238185384,845
"Smith, Taylor and Frederick Pvt. Ltd.",45.50946745646199,247
"Perez, Estes and Oconnell Pvt. Ltd.",8.518943297040703,211
"Morris, Brown and Reyes Pvt. Ltd.",19.92302620095119,715
"Nguyen, Tucker and Vaughn Pvt. Ltd.",22.87227854613394,421
"Palmer, Richards and Bishop Pvt. Ltd.",94.49333880857442,929
Jensen-Gray Pvt. Ltd.,64.2468225202448,786
"Lambert, Steele and Good Pvt. Ltd.",0.5921378004833389,880
"Whitaker, Cooper and Merritt Pvt. Ltd.",75.00854212832606,771
Wagner-Bright Pvt. Ltd.,49.79032530866417,769
Alvarez-Morse Pvt. Ltd.,77.83051202398717,853
Patel-Perez Pvt. Ltd.,88.02373917003575,473
Woods-Olson Pvt. Ltd.,43.114369574874864,919
Gonzalez-Terry Pvt. Ltd.,89.39782633148154,964
Sanchez-Rios Pvt. Ltd.,74.95068884194411,822
Aguirre-Smith Pvt. Ltd.,47.36908688281435,231
"Little, Snyder and Gonzalez Pvt. Ltd.",48.80432694119736,805
Collins-Day Pvt. Ltd.,92.63485000025314,710
Watson-Gonzales Pvt. Ltd.,34.94531564054666,262
Mosley and Sons Pvt. Ltd.,23.360157259908554,915
Dunn-Martinez Pvt. Ltd.,75.34122477434705,660
Greer-Perez Pvt. Ltd.,33.07633772260951,835
Morrison-Snyder Pvt. Ltd.,0.6904434658679404,949
Wise-Lozano Pvt. Ltd.,59.62285931015997,300
"Blackburn, Rogers and Campbell Pvt. Ltd.",50.11253618240475,834
"Frank, Hall and Parker Pvt. Ltd.",21.73656162293329,188
"Long, Bates and Anderson Pvt. Ltd.",47.03952848170759,875
"Martinez, Higgins and Gibbs Pvt. Ltd.",51.9352250452289,802
Crane-Bernard Pvt. Ltd.,96.69233416078472,665
"Huang, Silva and Martinez Pvt. Ltd.",67.068780846809,352
Jenkins-Kim Pvt. Ltd.,3.684434787405255,823
"Stevens, Green and Williams Pvt. Ltd.",20.681117406827564,636
Lewis-Cole Pvt. Ltd.,91.69408829550692,969
"Reed, Cunningham and Lawson Pvt. Ltd.",31.636839136192705,267
Holden-Kelley Pvt. Ltd.,8.009697717270758,570
"Wagner, Hernandez and Davis Pvt. Ltd.",89.25675421197616,843
"Phillips, Miller and George Pvt. Ltd.",46.22752230835885,463
"Hogan, Wheeler and Castro Pvt. Ltd.",9.788775509701477,536
Herrera-Barrett Pvt. Ltd.,75.23801368260706,561
"Gill, Landry and Rogers Pvt. Ltd.",3.260813276037555,711
"Morris, Davis and Dean Pvt. Ltd.",91.576501328728,688
"Mcgrath, Stewart and Moore Pvt. Ltd.",15.627435545058532,858
"Carpenter, Cook and Cruz Pvt. Ltd.",93.89357405796372,782
Villanueva-Hood Pvt. Ltd.,25.48173559344136,579
Ho-Morales Pvt. Ltd.,76.25717415111038,791
"Martinez, Evans and Bush Pvt. Ltd.",66.53932402874653,339
Holloway Inc Pvt. Ltd.,35.212526218286136,348
Hanson-White Pvt. Ltd.,81.48818359182086,214
"Goodwin, Graham and Collier Pvt. Ltd.",62.577448120691045,849
Arnold-Martinez Pvt. Ltd.,87.84976780388388,246
"Underwood, Adams and Cline Pvt. Ltd.",48.692050851688506,491
Hamilton-Wilkinson Pvt. Ltd.,13.041720488731624,767
Woods-Anderson Pvt. Ltd.,90.471910804437,707
Wood-Williams Pvt. Ltd.,34.40425039538141,548
"Wallace, Buck and Rodriguez Pvt. Ltd.",53.83432362926216,643
Nelson-Washington Pvt. Ltd.,7.57132121031211,213
Parker Group Pvt. Ltd.,88.65327066838397,563
"Hart, Williams and Roberts Pvt. Ltd.",36.69179800784767,531
"Wright, Hernandez and Charles Pvt. Ltd.",48.85451445852572,282
Cobb-Walter Pvt. Ltd.,92.4562585991092,874
Jones-Stanton Pvt. Ltd.,98.5824183324668,761
"Wiggins, Anderson and Miller Pvt. Ltd.",90.0794691329482,248
Pennington-Johnson Pvt. Ltd.,14.42047475106022,427
"Martin, Miller and King Pvt. Ltd.",90.232863016884,501
Riley-Holt Pvt. Ltd.,20.656266586135963,820
Frank-Wall Pvt. Ltd.,21.09330751635794,303
"Patrick, Villa and Owens Pvt. Ltd.",16.547617823788485,558
Banks-Gonzalez Pvt. Ltd.,45.31072548643024,554
Fernandez-Brown Pvt. Ltd.,82.60394323182845,336
"Sullivan, Jones and Miller Pvt. Ltd.",28.22325594565106,909
"Dixon, Barnett and Quinn Pvt. Ltd.",53.667659532098575,677
"Miller, Sullivan and Duke Pvt. Ltd.",42.88499936842685,896
"Melendez, Peters and Hunter Pvt. Ltd.",66.39124593762531,606
"Gould, Huerta and Aguilar Pvt. Ltd.",75.6933840267512,926
Smith-Caldwell Pvt. Ltd.,44.210738365821655,908
Juarez-Paul Pvt. Ltd.,64.40313146194272,381
"Johnston, Manning and Tapia Pvt. Ltd.",97.72652707224373,488
Allen-Ward Pvt. Ltd.,40.27591854075314,273
"Smith, Martin and Conner Pvt. Ltd.",25.47599860949053,992
"Conway, Harrison and Christian Pvt. Ltd.",78.9142992805539,668
"Fuentes, Christian and Watts Pvt. Ltd.",2.668004895641407,257
"Wilson, Nelson and Mcgee Pvt. Ltd.",28.863309897717805,321
"Hunter, Thomas and Harrison Pvt. Ltd.",8.656253074967356,883
Williams-Patel Pvt. Ltd.,27.702570149293827,469
Lopez-Young Pvt. Ltd.,54.70901928410667,567
Patterson-Barber Pvt. Ltd.,60.61445248226571,885
"Brooks, Baker and Garcia Pvt. Ltd.",80.11793859802687,672
Francis LLC Pvt. Ltd.,64.73323279844678,166
"Flynn, Parrish and Matthews Pvt. Ltd.",12.376886762110784,501
"Wood, Stanton and Larson Pvt. Ltd.",25.527885784114524,891
White-Larson Pvt. Ltd.,25.140561630147477,466
"Grant, Cruz and Lopez Pvt. Ltd.",32.96999965819069,867
"Mcgee, Howard and Carr Pvt. Ltd.",28.09190021538529,543
Greer-Morgan Pvt. Ltd.,36.068460696487946,152
"Ho, Williams and Romero Pvt. Ltd.",72.50065574694486,178
"Pugh, Hensley and Jones Pvt. Ltd.",43.640033232489415,738
Strong Inc Pvt. Ltd.,7.551264687037018,229
Simpson-Hicks Pvt. Ltd.,92.1651818354206,993
Martinez-Martinez Pvt. Ltd.,73.65881337832799,495
Walters-Bell Pvt. Ltd.,2.7424970628090017,709
"Joseph, Smith and Bowen Pvt. Ltd.",6.494274464194749,527
"House, Gonzalez and Vega Pvt. Ltd.",52.567364867163846,967
"Middleton, Stone and Jones Pvt. Ltd.",61.76101658146913,240
"Rodriguez, Lindsey and Beasley Pvt. Ltd.",66.21577206156164,285
Berry-Morgan Pvt. Ltd.,3.828179936726461,162
"Jones, Diaz and Olson Pvt. Ltd.",43.93996287813119,251
Wade-Phillips Pvt. Ltd.,62.37037488174726,185
Mckinney PLC Pvt. Ltd.,77.76666629543817,819
"Hernandez, Evans and Valencia Pvt. Ltd.",94.63132757804712,600
Stephens-Underwood Pvt. Ltd.,29.982768689665672,765
Jimenez-Mitchell Pvt. Ltd.,40.38339903577782,396
Jefferson-Sims Pvt. Ltd.,81.59842259701587,722
"Perry, Juarez and Francis Pvt. Ltd.",32.09211668915953,593
Mckenzie-Diaz Pvt. Ltd.,93.97989946263084,354
"Wood, Walker and Bell Pvt. Ltd.",65.45598154901336,777
"Hunt, Smith and Petersen Pvt. Ltd.",47.77851199395505,859
"Torres, Lopez and Collins Pvt. Ltd.",70.4570914865399,586
"Summers, Powell and Bird Pvt. Ltd.",20.58682847260376,413
Johnson-Vargas Pvt. Ltd.,70.6255872273899,704
"Kelly, Spence and Bryant Pvt. Ltd.",81.7704935587863,628
Molina-Reynolds Pvt. Ltd.,20.50091498441783,363
"Kelley, Greene and Gonzalez Pvt. Ltd.",86.68651226929278,178
"Bowman, Horton and Brown Pvt. Ltd.",91.64609164711004,988
"Mason, Nichols and Webb Pvt. Ltd.",21.940484079025435,947
"Gay, Freeman and Montoya Pvt. Ltd.",38.01096495095112,343
West-Lucas Pvt. Ltd.,75.78832948175975,416
"Shaffer, Juarez and Bell Pvt. Ltd.",44.49800542172506,671
Harmon-Hall Pvt. Ltd.,99.2589976808064,532
Griffith-Goodman Pvt. Ltd.,74.73319966758955,384
"Burke, Weaver and Harris Pvt. Ltd.",50.66155844399764,484
"Schmidt, Buchanan and Morrison Pvt. Ltd.",28.83128921511088,302
Henson-Fernandez Pvt. Ltd.,68.94330738607907,270
Kaufman and Sons Pvt. Ltd.,0.3616684601598252,788
"Gillespie, Miles and Nelson Pvt. Ltd.",56.12022853817281,518
Wallace-Johnson Pvt. Ltd.,85.93422655775956,905
"Hartman, Gonzales and Kelly Pvt. Ltd.",49.152684330476845,233
Bryant-Walsh Pvt. Ltd.,24.50933620552337,474
"Taylor, Miller and Richardson Pvt. Ltd.",53.30741834670126,597
"Hernandez, Gallegos and Lee Pvt. Ltd.",65.34119803809237,944
Hess-Holt Pvt. Ltd.,17.37239106104648,639
Hart-Lara Pvt. Ltd.,19.92503819534179,419
"Smith, Martinez and Mcdonald Pvt. Ltd.",8.893989315042427,208
Lang-Oconnor Pvt. Ltd.,89.73278333119174,243
"Lewis, Montgomery and Davis Pvt. Ltd.",96.39604811878525,850
"Smith, Villa and Smith Pvt. Ltd.",30.2329565481102,857
Tran Ltd Pvt. Ltd.,66.90267787997311,311
